Country,Date,Amount,Controller_Processor,Quoted_Art,Type,LLM_Summary
LUXEMBOURG,2021-04-08,2800,Unknown,"5,13",Non-compliance with general data processing principles,"On 2021-04-08, the DPA of LUXEMBOURG fined Unknown €2800 for Non-compliance with general data processing principles (Violating GDPR Article 5,13)."
POLAND,2021-06-21,35300,Sopockie Towarzystwo Ubezpieczeń ERGO Hestia S.A.,33,Insufficient fulfilment of data breach notification obligations,"On 2021-06-21, the DPA of POLAND fined Sopockie Towarzystwo Ubezpieczeń ERGO Hestia S.A. €35300 for Insufficient fulfilment of data breach notification obligations (Violating GDPR Article 33)."
ICELAND,2021-06-15,34000,Huppuís ehf,5,Non-compliance with general data processing principles,"On 2021-06-15, the DPA of ICELAND fined Huppuís ehf €34000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
LITHUANIA,,8000,Unknown,"5,13,24,35",Non-compliance with general data processing principles,"On NaT, the DPA of LITHUANIA fined Unknown €8000 for Non-compliance with general data processing principles (Violating GDPR Article 5,13,24,35)."
NORWAY,2021-06-04,49200,Moss municipality,32,Insufficient technical and organisational measures to ensure information security,"On 2021-06-04, the DPA of NORWAY fined Moss municipality €49200 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
ITALY,2021-05-13,2856169,Iren Mercato S.p.A.,5,Insufficient legal basis for data processing,"On 2021-05-13, the DPA of ITALY fined Iren Mercato S.p.A. €2856169 for Insufficient legal basis for data processing (Violating GDPR Article 5)."
SPAIN,2021-06-22,10000,"TNT EXPRESS WORLDWIDE SPAIN, S.L.",5,Non-compliance with general data processing principles,"On 2021-06-22, the DPA of SPAIN fined TNT EXPRESS WORLDWIDE SPAIN, S.L. €10000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
NORWAY,2021-06-22,24800,Unknown,"5,6,13,17,21",Insufficient legal basis for data processing,"On 2021-06-22, the DPA of NORWAY fined Unknown €24800 for Insufficient legal basis for data processing (Violating GDPR Article 5,6,13,17,21)."
FRANCE,2021-06-14,500000,BRICO PRIVÉ,"5,13,17,32,82,34-5",Non-compliance with general data processing principles,"On 2021-06-14, the DPA of FRANCE fined BRICO PRIVÉ €500000 for Non-compliance with general data processing principles (Violating GDPR Article 5,13,17,32,82,34-5)."
SWEDEN,2021-06-21,1600000,Storstockholms Lokaltrafik,"5,13",Insufficient legal basis for data processing,"On 2021-06-21, the DPA of SWEDEN fined Storstockholms Lokaltrafik €1600000 for Insufficient legal basis for data processing (Violating GDPR Article 5,13)."
LITHUANIA,2021-06-21,20000,UAB VS FITNESS,5,Non-compliance with general data processing principles,"On 2021-06-21, the DPA of LITHUANIA fined UAB VS FITNESS €20000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
GREECE,2021-06-03,15000,PURPLE SEA MΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,5,Non-compliance with general data processing principles,"On 2021-06-03, the DPA of GREECE fined PURPLE SEA MΟΝΟΠΡΟΣΩΠΗ ΙΚΕ €15000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
DENMARK,2021-06-16,27000,Vejle Municipality,32,Insufficient technical and organisational measures to ensure information security,"On 2021-06-16, the DPA of DENMARK fined Vejle Municipality €27000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
POLAND,2021-03-19,4900,Funeda Sp. z o.o.,"31,58",Insufficient cooperation with supervisory authority,"On 2021-03-19, the DPA of POLAND fined Funeda Sp. z o.o. €4900 for Insufficient cooperation with supervisory authority (Violating GDPR Article 31,58)."
ROMANIA,2021-06-09,2000,La Santrade S.R.L.,"31,58",Insufficient cooperation with supervisory authority,"On 2021-06-09, the DPA of ROMANIA fined La Santrade S.R.L. €2000 for Insufficient cooperation with supervisory authority (Violating GDPR Article 31,58)."
SPAIN,2021-06-14,1200,Inmopiso Zaragoza S.L.,13,Insufficient fulfilment of information obligations,"On 2021-06-14, the DPA of SPAIN fined Inmopiso Zaragoza S.L. €1200 for Insufficient fulfilment of information obligations (Violating GDPR Article 13)."
LUXEMBOURG,2021-05-31,18000,Unknown,38,Lack of appointment of data protection officer,"On 2021-05-31, the DPA of LUXEMBOURG fined Unknown €18000 for Lack of appointment of data protection officer (Violating GDPR Article 38)."
THE NETHERLANDS,2021-02-04,12000,Orthodontic Clinic,32,Insufficient technical and organisational measures to ensure information security,"On 2021-02-04, the DPA of THE NETHERLANDS fined Orthodontic Clinic €12000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
LIECHTENSTEIN,,4100,Unknown,,Non-compliance with general data processing principles,"On NaT, the DPA of LIECHTENSTEIN fined Unknown €4100 for Non-compliance with general data processing principles (Violating GDPR Article nan)."
NORWAY,2021-05-28,39700,BRAbank ASA,"24,32",Insufficient technical and organisational measures to ensure information security,"On 2021-05-28, the DPA of NORWAY fined BRAbank ASA €39700 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 24,32)."
SWEDEN,2021-06-09,34800,Directorate of the Östra Skaraborg Rescue Service,5,Non-compliance with general data processing principles,"On 2021-06-09, the DPA of SWEDEN fined Directorate of the Östra Skaraborg Rescue Service €34800 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
POLAND,2021-04-27,5050,PNP S.A.,"31,58",Insufficient cooperation with supervisory authority,"On 2021-04-27, the DPA of POLAND fined PNP S.A. €5050 for Insufficient cooperation with supervisory authority (Violating GDPR Article 31,58)."
ROMANIA,2021-06-09,2000,S.C. Dreamtime Call S.R.L.,"31,58",Insufficient cooperation with supervisory authority,"On 2021-06-09, the DPA of ROMANIA fined S.C. Dreamtime Call S.R.L. €2000 for Insufficient cooperation with supervisory authority (Violating GDPR Article 31,58)."
SWEDEN,2021-06-07,64500,Voice Integrate Nordic AB,32,Insufficient technical and organisational measures to ensure information security,"On 2021-06-07, the DPA of SWEDEN fined Voice Integrate Nordic AB €64500 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
SWEDEN,2021-06-07,1200000,MedHelp AB,"5,13,32",Non-compliance with general data processing principles,"On 2021-06-07, the DPA of SWEDEN fined MedHelp AB €1200000 for Non-compliance with general data processing principles (Violating GDPR Article 5,13,32)."
SWEDEN,2021-06-07,50000,Region Stockholm,"5,13,14",Insufficient fulfilment of information obligations,"On 2021-06-07, the DPA of SWEDEN fined Region Stockholm €50000 for Insufficient fulfilment of information obligations (Violating GDPR Article 5,13,14)."
SWEDEN,2021-06-07,25000,Region Värmland,"5,13",Insufficient fulfilment of information obligations,"On 2021-06-07, the DPA of SWEDEN fined Region Värmland €25000 for Insufficient fulfilment of information obligations (Violating GDPR Article 5,13)."
SWEDEN,2021-06-07,25000,Region Sörmland,"5,13",Insufficient fulfilment of information obligations,"On 2021-06-07, the DPA of SWEDEN fined Region Sörmland €25000 for Insufficient fulfilment of information obligations (Violating GDPR Article 5,13)."
LUXEMBOURG,2021-05-12,1000,Unknown,"5,13",Non-compliance with general data processing principles,"On 2021-05-12, the DPA of LUXEMBOURG fined Unknown €1000 for Non-compliance with general data processing principles (Violating GDPR Article 5,13)."
LUXEMBOURG,2021-05-12,2600,Unknown,"5,13",Non-compliance with general data processing principles,"On 2021-05-12, the DPA of LUXEMBOURG fined Unknown €2600 for Non-compliance with general data processing principles (Violating GDPR Article 5,13)."
LUXEMBOURG,2021-05-12,2400,Unknown,5,Non-compliance with general data processing principles,"On 2021-05-12, the DPA of LUXEMBOURG fined Unknown €2400 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
LUXEMBOURG,2021-05-12,1900,Unknown,5,Non-compliance with general data processing principles,"On 2021-05-12, the DPA of LUXEMBOURG fined Unknown €1900 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
SPAIN,2021-06-07,19600,Radiotelevisión del principado de Asturias,"5,12",Non-compliance with general data processing principles,"On 2021-06-07, the DPA of SPAIN fined Radiotelevisión del principado de Asturias €19600 for Non-compliance with general data processing principles (Violating GDPR Article 5,12)."
SPAIN,2021-06-07,20000,Master Distancia S.A.,6,Insufficient legal basis for data processing,"On 2021-06-07, the DPA of SPAIN fined Master Distancia S.A. €20000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
SPAIN,2021-06-04,6000,Creator Energy S.L.,6,Insufficient legal basis for data processing,"On 2021-06-04, the DPA of SPAIN fined Creator Energy S.L. €6000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
ITALY,2021-04-15,12000,Istituto Nazionale Previdenza Sociale (INPS),"5,12,15",Insufficient fulfilment of data subjects rights,"On 2021-04-15, the DPA of ITALY fined Istituto Nazionale Previdenza Sociale (INPS) €12000 for Insufficient fulfilment of data subjects rights (Violating GDPR Article 5,12,15)."
SPAIN,2021-06-02,4000,"Avalos Consultores, S.L.",6,Insufficient legal basis for data processing,"On 2021-06-02, the DPA of SPAIN fined Avalos Consultores, S.L. €4000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
SPAIN,2021-05-21,45000,"Telefónica de España, S.A.U",6,Insufficient legal basis for data processing,"On 2021-05-21, the DPA of SPAIN fined Telefónica de España, S.A.U €45000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
ITALY,2021-04-21,15000,Fondazione Policlinico Tor Vergata di Roma,"5,13,25,32",Non-compliance with general data processing principles,"On 2021-04-21, the DPA of ITALY fined Fondazione Policlinico Tor Vergata di Roma €15000 for Non-compliance with general data processing principles (Violating GDPR Article 5,13,25,32)."
GREECE,2021-05-12,5000,KARIERA A.E.,"17,21,25",Insufficient fulfilment of data subjects rights,"On 2021-05-12, the DPA of GREECE fined KARIERA A.E. €5000 for Insufficient fulfilment of data subjects rights (Violating GDPR Article 17,21,25)."
SPAIN,2021-05-21,3000,Homeowners Association,"5,12",Non-compliance with general data processing principles,"On 2021-05-21, the DPA of SPAIN fined Homeowners Association €3000 for Non-compliance with general data processing principles (Violating GDPR Article 5,12)."
SPAIN,2021-05-27,2000,Private Individual,5,Non-compliance with general data processing principles,"On 2021-05-27, the DPA of SPAIN fined Private Individual €2000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
NORWAY,2021-05-18,95500,Innovasjon Norge,5,Insufficient legal basis for data processing,"On 2021-05-18, the DPA of NORWAY fined Innovasjon Norge €95500 for Insufficient legal basis for data processing (Violating GDPR Article 5)."
GREECE,2021-05-17,10000,Municipal Organization for Pre-School Education and Social Solidarity (DOPAKA) of the municipality of Tavros Moschato,6,Insufficient legal basis for data processing,"On 2021-05-17, the DPA of GREECE fined Municipal Organization for Pre-School Education and Social Solidarity (DOPAKA) of the municipality of Tavros Moschato €10000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
ITALY,2021-03-25,7000,TECNOMEDICAL S.r.l.,"12,15",Insufficient fulfilment of data subjects rights,"On 2021-03-25, the DPA of ITALY fined TECNOMEDICAL S.r.l. €7000 for Insufficient fulfilment of data subjects rights (Violating GDPR Article 12,15)."
SPAIN,2021-05-26,3000,"Vodafone España, S.A.U.",58,Insufficient cooperation with supervisory authority,"On 2021-05-26, the DPA of SPAIN fined Vodafone España, S.A.U. €3000 for Insufficient cooperation with supervisory authority (Violating GDPR Article 58)."
SPAIN,2021-05-25,6000,"Desolasol Restauración, S.L.",5,Non-compliance with general data processing principles,"On 2021-05-25, the DPA of SPAIN fined Desolasol Restauración, S.L. €6000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
SPAIN,2021-05-25,4000,"Alava Norte, S.L.",5,Non-compliance with general data processing principles,"On 2021-05-25, the DPA of SPAIN fined Alava Norte, S.L. €4000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
SPAIN,2021-05-25,100000,"Vodafone España, SAU",28,Insufficient technical and organisational measures to ensure information security,"On 2021-05-25, the DPA of SPAIN fined Vodafone España, SAU €100000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 28)."
HUNGARY,2021-04-27,570,Company,"5,6,13",Insufficient legal basis for data processing,"On 2021-04-27, the DPA of HUNGARY fined Company €570 for Insufficient legal basis for data processing (Violating GDPR Article 5,6,13)."
